title,key,style,tempo,checked,audio_produced,chords,composers
Summertime,a,,,,,"['Am7', 'Am7', 'E7', 'Am7', 'Am7', 'A7', 'Dm7', 'F7', 'B7', 'E7', 'Am7', 'Am7', 'E7', 'Am7', 'D7', 'G7', 'C^7', 'Am7', 'B%7', 'E7', 'Am7', 'B%7', 'E7']","Gershwin, George"
"Taste Of Honey, A",d,,,,,"['Dm', 'Dm^7', 'Dm7', 'G7', 'Dm', 'Dm^7', 'Dm7', 'G7', 'Dm', 'Dm', 'Bb^7', 'Am7', 'Dm', 'Dm', 'Dm7', 'G7', 'Dm7', 'G7', 'Bb^7', 'Am7', 'Dm', 'E%7', 'A7']","Scott, Bobby & Marlow, Ric"
Why Don't You Do Right?,d,,,,,"['Dm7', 'B%7', 'Bb7', 'A7', 'Dm7', 'B%7', 'Bb7', 'A7', 'Gm7', 'Gm7', 'A7', 'Dm7', 'B%7', 'Bb7', 'A7', 'Bb7', 'A7', 'Bb7', 'A7', 'Dm7', 'B%7', 'Bb7', 'A7']","McCoy, Kansas Joe"
Adam's Apple,A-,,,,,"['Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Gb7', 'Gb7', 'Gb7', 'Gb7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Abm7', 'Db7', 'Bbm7', 'Eb7', 'Ab7', 'Ab7', 'Ab7', 'Ab7']","Shorter, Wayne"
All Blues,G,,,,,"['G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C7', 'C7', 'C7', 'C7', 'G7', 'G7', 'G7', 'G7', 'D7', 'D7', 'Eb7', 'D7', 'G7', 'G7', 'G7', 'G7']","Davis, Miles"
Bluesette,B-,,,,,"['Bb^7', 'Bb^7', 'A%7', 'D7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'C#m7', 'F#7', 'B^7', 'B^7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'F7']","Thielemans, Toots"
Central Park West,B,,,,,"['B^7', 'Em7', 'A7', 'D^7', 'Bbm7', 'Eb7', 'Ab^7', 'Gm7', 'C7', 'F^7', 'C#m7', 'F#7', 'B^7', 'Em7', 'A7', 'D^7', 'C#m7', 'F#7', 'B^7', 'B6', 'B^7', 'B6', 'C#m7', 'F#7']","Coltrane, John"
Footprints,c,,,,,"['Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'D7', 'D7', 'Db7', 'Db7', 'Cm7', 'Cm7', 'Cm7', 'Cm7']","Shorter, Wayne"
For Jan,A,,,,,"['Bb^7', 'E7', 'A7', 'Dm', 'E7', 'E7', 'Am7', 'F^7', 'Bb^7', 'E7', 'A7', 'Ab7', 'C^', 'E7', 'Am7', 'B7', 'Em7', 'Dm7', 'Cm7', 'Bb^7', 'E7', 'E7', 'A^7', 'A^7']","Wheeler, Kenny"
Four On Six,g,,,,,"['Gm7', 'Gm7', 'Gm7', 'Gm7', 'Cm7', 'F7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Ebm7', 'Ab7', 'Gm7', 'Gm7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Eb7', 'D7', 'Gm7', 'A%7', 'D7']","Montgomery, Wes"
Freddie Freeloader,B-,,,,,"['Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'F7', 'Eb7', 'Ab7', 'Ab7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'F7', 'Eb7', 'Bb7', 'Bb7']","Davis, Miles"
Inner Urge,G,,,,,"['F#%7', 'F#%7', 'F#%7', 'F#%7', 'F^7', 'F^7', 'F^7', 'F^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Db^7', 'Db^7', 'Db^7', 'Db^7', 'E^7', 'Db^7', 'D^7', 'B^7', 'C^7', 'A^7', 'Bb7', 'G^7']","Henderson, Joe"
Juju,B,,,,,"['B7', 'B7', 'B7', 'B7', 'B7', 'B7', 'B7', 'B7', 'Bb7', 'Bb7', 'A7', 'A7', 'Ab^7', 'Ab^7', 'Em7', 'Em7', 'F^7', 'F^7', 'Bm7', 'Bm7', 'F^7', 'F^7', 'Bm7', 'Bm7']","Shorter, Wayne"
Light Blue,C,,,,,"['F^7', 'F^7', 'G7', 'C7', 'F^7', 'F^7', 'F7', 'Bb7', 'C^7', 'D7', 'G7', 'F^7', 'F^7', 'F7', 'Gb7', 'F^7', 'F^7', 'F#m7', 'Fm7', 'C^7', 'D7', 'D7', 'G7', 'Db^7']","Monk, Thelonious"
Paper Doll,F,,,,,"['F^7', 'D7', 'G7', 'C7', 'F6', 'F^7', 'Fm^7', 'C^7', 'A7', 'G7', 'C7', 'Gm7', 'C7', 'F6', 'Gm7', 'C7', 'A7', 'Bb^', 'Bo7', 'F^', 'A7', 'D7', 'Gm7', 'C7', 'F6']","Black, Johnny"
Serenity,E-,,,,,"['D%7', 'G7', 'Ab^7', 'Gb^7', 'Em7', 'A7', 'Fm7', 'Bb7', 'Eb^7', 'D%7', 'G7', 'Cm7', 'Cm7', 'Abm7', 'Db7', 'G7', 'Gb7', 'F7', 'E^7', 'Fm7', 'Bb7', 'Eb^7', 'D%7', 'G7']","Henderson, Joe"
Simone,d,,,,,"['Dm7', 'Am7', 'Dm7', 'Eb7', 'Dm7', 'Am7', 'Am7', 'D7', 'Gm7', 'Am7', 'Bbm7', 'Eb7', 'Dm7', 'Em7', 'F^7', 'F#m7', 'Fm7', 'Bb7', 'Em7', 'A7', 'Dm7', 'Am7', 'Dm7', 'Eb7']","Foster, Frank"
Spain,b,,,,,"['G^7', 'G^7', 'G^7', 'G^7', 'F#7', 'F#7', 'F#7', 'F#7', 'Em7', 'Em7', 'A7', 'A7', 'D^7', 'D^7', 'G^7', 'G^7', 'C#7', 'C#7', 'F#7', 'F#7', 'Bm7', 'Bm7', 'B7', 'B7']","Corea, Chick"
St. Thomas,C,,,,,"['C^7', 'F7', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'C^7', 'F7', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'E%7', 'A7', 'Dm7', 'G7', 'C^7', 'C7', 'F^7', 'F#o7', 'G7', 'C6']","Rollins, Sonny"
Summer Band Camp,C,,,,,"['C^7', 'C^7', 'Ab^7', 'Ab^7', 'Gb^7', 'Gb^7', 'D^7', 'D^7', 'Bb7', 'Bb7', 'E^7', 'E^7', 'Db^7', 'Db^7', 'F7', 'F7', 'B^7', 'B^7', 'Gsus', 'Gsus', 'Eb^7', 'Eb^7', 'A7', 'A7']","Goodrick, Mick"
Ballade,F,,,,,"['Cm7', 'F7', 'Bb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Dm7', 'G7', 'Dm7', 'Dm7', 'G7', 'Gm7', 'D7', 'Gm7', 'C7', 'F^7', 'Dm7', 'A7', 'D7', 'D7', 'G7', 'G%7', 'C7', 'F6', 'F6']","Parker, Charlie"
Doxy,B-,,,,,"['Bb7', 'A7', 'Ab7', 'G7', 'C7', 'F7', 'Bb7', 'Bb7', 'A7', 'Ab7', 'G7', 'C7', 'F7', 'Bb7', 'Bb7', 'Eb7', 'Eo7', 'Bb7', 'A7', 'Ab7', 'G7', 'C7', 'F7', 'Bb7', 'F7']","Rollins, Sonny"
Midnight Mood,D-,,,,,"['Db^7', 'Eb%7', 'Db^7', 'Eb%7', 'Db^7', 'Eb%7', 'Db^7', 'G7', 'Gb^7', 'C7', 'Fm7', 'Bbm7', 'Ebm7', 'Ebm7', 'Abm7', 'Abm7', 'G7', 'Gb^7', 'C7', 'Fm7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Eb%7']","Zawinul, Joe"
Minor Strain,G,,,,,"['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Gm7', 'Gm7', 'Bbm7', 'Eb7', 'Am7', 'Dm7', 'G^', 'Am7', 'Bbo7', 'Bm7']","Timmons, Bobby"
Smoke Rings,D-,,,,,"['Db^7', 'Ab7', 'Db^7', 'Abm7', 'Db7', 'Gb^7', 'Eb%7', 'Ab7', 'Db6', 'Bbm7', 'Ebm7', 'Ab7', 'Db^7', 'Ab7', 'Gb7', 'F7', 'Bbm7', 'Eb7', 'Gb^7', 'Eb%7', 'Ab7', 'Db6', 'Gb7', 'Db6', 'Ab7']","Gifford, Gene & Washington, Ned"
Song For My Father,f,,,,,"['Fm7', 'Fm7', 'Eb7', 'Eb7', 'Db7', 'Csus', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Eb7', 'Eb7', 'Db7', 'Csus', 'Fm7', 'Fm7', 'Eb7', 'Eb7', 'Fm7', 'Fm7', 'Eb7', 'Db7', 'C7', 'Fm7', 'Fm7']","Silver, Horace"
Witch Hunt,c,,,,,"['Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Gb^7', 'F7', 'E^7', 'Eb7', 'Eb7', 'Abm7', 'A^', 'Abm7', 'G7']","Shorter, Wayne"
Afro Centric,D-,,,,,"['Db^7', 'Db^7', 'Db^7', 'Db^7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Db^7', 'Db^7', 'Db^7', 'Db^7', 'Ab^7', 'Ab^7', 'Ab^7', 'Ab^7', 'Gb^7', 'Gb^7', 'Gb^7', 'Gb^7', 'Fm7', 'Gb^7', 'Fm7', 'Gb^7', 'G%7', 'C^7']","Henderson, Joe"
Giant Steps,B,,,,,"['B^7', 'D7', 'G^7', 'Bb7', 'Eb^7', 'Am7', 'D7', 'G^7', 'Bb7', 'Eb^7', 'F#7', 'B^7', 'Fm7', 'Bb7', 'Eb^7', 'Am7', 'D7', 'G^7', 'C#m7', 'F#7', 'B^7', 'Fm7', 'Bb7', 'Eb^7', 'C#m7', 'F#7']","Coltrane, John"
If You Ever Should Leave,C,,,,,"['C^', 'C^', 'A7', 'A7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F^', 'F^', 'D7', 'D7', 'G7', 'G7', 'C^', 'C^', 'A7', 'A7', 'D7', 'G7', 'C^', 'C^', 'C^', 'C^']","Cahn, Sammy & Chaplin, Saul"
Night Dreamer,G,,,,,"['G^7', 'Fm7', 'Eb^7', 'D7', 'G^7', 'Fm7', 'Eb^7', 'D7', 'G^7', 'Fm7', 'Eb^7', 'D7', 'Ebm7', 'Ab7', 'Esus', 'Esus', 'Fsus', 'Fsus', 'G^7', 'Fm7', 'Eb^7', 'D7', 'G^7', 'Fm7', 'Eb^7', 'D7']","Shorter, Wayne"
"Sound For Sore Ears, A",E-,,,,,"['Bbsus', 'Bbsus', 'Bbsus', 'Bbsus', 'Bbsus', 'Bbsus', 'Bbsus', 'Bbsus', 'Gsus', 'Gsus', 'Gsus', 'Gsus', 'Gsus', 'Gsus', 'Gsus', 'Gsus', 'Bm7', 'E7', 'A^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'F^7', 'D^7', 'B^7']","Heath, Jimmy"
Black Narcissus,g#,,,,,"['Abm7', 'Bbm7', 'Abm7', 'Bbm7', 'Abm7', 'Bbm7', 'Abm7', 'Cb^7', 'F#m7', 'G#m7', 'F#m7', 'G#m7', 'F#m7', 'G#m7', 'F#m7', 'A^7', 'Eb^7', 'F^7', 'Bb^7', 'C^7', 'Eb^7', 'F^7', 'Bb^7', 'G^7', 'Ab^7', 'Bb^', 'C^7']","Henderson, Joe"
Boo Boo's Birthday,C,,,,,"['C^7', 'B7', 'E7', 'E7', 'F7', 'E7', 'Eb7', 'D7', 'Db^7', 'Db7', 'C^7', 'B7', 'E7', 'E7', 'F7', 'E7', 'Eb7', 'D7', 'Db^7', 'Db7', 'Gm7', 'Db7', 'Gb7', 'F^7', 'C^7', 'F^7', 'C^7']","Monk, Thelonious"
Girl Talk,F,,,,,"['F^7', 'B7', 'Bb^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Am7', 'Bb6', 'C7', 'Fm7', 'Bbm7', 'G7', 'C7', 'Am7', 'D7', 'Am7', 'Bbm7', 'Cm7', 'D7', 'G7', 'C7', 'Bbm7', 'Am7', 'Dm7', 'Gm7', 'C7']","Hefti, Neal"
Infant Eyes,E-,,,,,"['Gm7', 'Fm7', 'Eb^7', 'A7', 'Gb^7', 'Fsus', 'Ebm7', 'Bbsus', 'Bb7', 'Eb^7', 'E^7', 'Eb^7', 'E^7', 'B^7', 'Bbsus', 'Abm7', 'Ebsus', 'D7', 'Gm7', 'Fm7', 'Eb^7', 'A7', 'Gb^7', 'Fsus', 'Ebm7', 'Bbsus', 'Bbsus']","Shorter, Wayne"
Serenade To A Cuckoo,f,,,,,"['Fm7', 'G%7', 'C7', 'Fm7', 'G%7', 'C7', 'Fm7', 'G%7', 'C7', 'Fm7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Db^7', 'G%7', 'C7', 'Fm7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Db^7', 'G%7', 'C7', 'Fm7']","Kirk, Roland"
Time Remembered,b,,,,,"['Bm', 'C^7', 'F^7', 'Em', 'Am', 'Dm', 'Gm', 'Eb^7', 'Ab^7', 'Am', 'Dm', 'Gm', 'Cm', 'Fm7', 'Em', 'Bm', 'Bm', 'Ebm', 'Am', 'Cm', 'F#m', 'Bm', 'Gm', 'Eb^7', 'Dm7', 'Cm', 'Cm']","Evans, Bill"
Better Than Anything,C,,,,,"['D6', 'Am7', 'D6', 'Am7', 'D6', 'Am7', 'D6', 'D^', 'Ab7', 'G6', 'Dm7', 'G6', 'Dm7', 'D6', 'Am7', 'D6', 'D6', 'D7', 'Ab7', 'G7', 'Gb7', 'F7', 'E7', 'Eb^7', 'D6', 'Am7', 'D6', 'Am7']","Wheat, David"
Like Sonny,E-,,,,,"['Dm7', 'Dm7', 'Fm7', 'Fm7', 'Abm7', 'Abm7', 'Bb7', 'Eb^7', 'Eb^7', 'Am7', 'Am7', 'Fm7', 'Fm7', 'C#m7', 'C#m7', 'F#7', 'B^7', 'Ebm7', 'Ab7', 'Dm7', 'Dm7', 'Fm7', 'Fm7', 'Abm7', 'Abm7', 'Bb7', 'Eb^7', 'Eb^7']","Coltrane, John"
Never Will I Marry,B-,,,,,"['Eb^7', 'Eb^7', 'Dm7', 'Dm7', 'Eb^7', 'Eb^7', 'Dm7', 'Eb^7', 'Ab^7', 'Ab^7', 'Am7', 'D7', 'Gm7', 'Em7', 'A7', 'D^7', 'B7', 'Em7', 'A7', 'D^7', 'Eb^7', 'Eb^7', 'Dm7', 'Gm7', 'Cm7', 'Cm7', 'F7', 'Bb^7']","Loesser, Frank"
It's Been A Long Long Time,F,,,,,"['F^', 'F^7', 'F6', 'F6', 'F#o7', 'C7', 'Gm7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'F^7', 'F^7', 'A%7', 'D7', 'Gm7', 'Bbm6', 'Db7', 'C7', 'F^', 'F^7', 'Am7', 'D7', 'Gm7', 'Gb7', 'F6', 'Gm7', 'C7']","Styne, Jule"
Miyako,A,,,,,"['A7', 'A7', 'F#sus', 'F#sus', 'Em7', 'Ebm7', 'Dm7', 'G7', 'C^7', 'Am7', 'Gm7', 'F^7', 'E7', 'A^7', 'Am7', 'G#m7', 'C#7', 'F#%7', 'B7', 'E%7', 'A7', 'Dm7', 'Cm7', 'Bm7', 'E7', 'Bbm7', 'Eb7', 'Bm7', 'E7']","Shorter, Wayne"
My Ideal,E-,,,,,"['Eb6', 'C7', 'Fm7', 'Db7', 'C7', 'F7', 'Fm7', 'Bb7', 'D%7', 'G7', 'Cm7', 'F7', 'B7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Db7', 'C7', 'F7', 'Fm7', 'Abm6', 'Eb^', 'Ab7', 'Gm7', 'C7', 'B7', 'Bb7', 'Eb6']","Whiting, Richard"
Perhaps,C,,,,,"['C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'C7', 'Em7', 'Ab7', 'Dm7', 'G7', 'C7', 'Dm7', 'G7', 'C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'C7', 'Em7', 'Ab7', 'Dm7', 'G7', 'C7', 'Dm7', 'G7', 'C7']","Parker, Charlie"
"Child Is Born, A",B-,,,,,"['Bb^7', 'Ebm', 'Bb^7', 'Ebm', 'Bb^7', 'Ebm', 'A%7', 'D7', 'Gm7', 'D7', 'Gm7', 'D7', 'Gm7', 'C7', 'Fsus', 'F7', 'Bb^7', 'Ebm', 'Bb^7', 'Ebm', 'Bb^7', 'D7', 'Eb^7', 'Ab7', 'Bb^', 'Gb6', 'Gm7', 'C7', 'Fsus', 'F7']","Jones, Thad"
Criss Cross,g,,,,,"['Gm6', 'Gm6', 'Gb7', 'Bb7', 'Dm7', 'G7', 'Gb7', 'Gb7', 'Gm6', 'Gm6', 'Gb7', 'Bb7', 'Dm7', 'G7', 'Gb7', 'Gb7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Gm6', 'Gm6', 'Gb7', 'Bb7', 'Dm7', 'G7', 'Gb7', 'Gb7']","Monk, Thelonious"
Questar,B-,,,,,"['Bb^7', 'Bbo7', 'Bb^7', 'Bbo7', 'Bb^7', 'Eb^7', 'Bb^7', 'Cb^', 'Ebm6', 'Bb^7', 'Am7', 'D7', 'Gm7', 'F#^7', 'E%7', 'Am7', 'C#^', 'Ab^7', 'Gsus', 'E^', 'B^', 'Gsus', 'Gsus', 'Ab^7', 'Ab^7', 'Bb^7', 'Am7', 'Ab^7', 'Gsus', 'Gsus']","Jarrett, Keith"
Stolen Moments,c,,,,,"['Cm7', 'Dm7', 'Eb^7', 'Dm7', 'Cm7', 'Dm7', 'Eb^7', 'Dm7', 'Cm7', 'Cm6', 'Cm7', 'Cm6', 'Fm7', 'Fm6', 'Cm7', 'Cm6', 'Dm', 'D#m', 'Em', 'Fm', 'F#m', 'Fm', 'Em', 'Ebm', 'Dm7', 'D#o7', 'C7', 'Fm', 'Cm', 'G7']","Nelson, Oliver"
Chucho,d,,,,,"['Dm', 'E%7', 'A7', 'Dm', 'E%7', 'A7', 'Dm', 'E%7', 'A7', 'Dm', 'E%7', 'A7', 'Dm', 'E%7', 'A7', 'Dm', 'D7', 'Gm', 'Gm7', 'E%7', 'A7', 'Dm', 'Dbm', 'Cm7', 'F7', 'Bb7', 'E%7', 'A7', 'Dm', 'A7']","D'Rivera, Paquito"
Bemsha Swing,C,,,,,"['C^', 'A7', 'Ab7', 'Db7', 'C^', 'Eb7', 'D7', 'Db7', 'C^', 'A7', 'Ab7', 'Db7', 'C^', 'Ab7', 'Db7', 'Gb7', 'F^', 'D7', 'Db7', 'Gb7', 'F^', 'Ab7', 'G7', 'Db7', 'C^', 'A7', 'Ab7', 'Db7', 'C^', 'Db^7', 'Db^7']","Monk, Thelonious"
Idle Moments,c,,,,,"['Cm', 'Cm^7', 'Cm7', 'Cm6', 'Cm', 'Cm^7', 'Cm7', 'Cm6', 'Cm', 'Cm^7', 'Cm7', 'Cm6', 'D%7', 'G7', 'Cm', 'Cm^7', 'Cm7', 'Cm6', 'D%7', 'G7', 'Cm7', 'Fm6', 'G7', 'Ab^7', 'Fm6', 'G7', 'Ab7', 'D%7', 'G7', 'Cm', 'G7']","Green, Grant"
I Wish I Knew How It Would Feel To Be Free,F,,,,,"['F^', 'A7', 'Dm', 'Cm7', 'Bb^', 'Csus', 'F^', 'F^', 'Bb^', 'F^', 'F^', 'C^', 'F^', 'C^', 'G7', 'C7', 'F^', 'A7', 'Dm', 'Cm7', 'Bb^', 'Csus', 'F^', 'Bo7', 'F^', 'C#o7', 'Dm', 'Bo7', 'F^', 'Csus', 'F^']","Taylor, Billy"
Memories Of Tomorrow,a,,,,,"['Am', 'Am^7', 'Am7', 'Em7', 'F^', 'C^', 'Gsus', 'C^', 'D^', 'F^', 'C^', 'Eb^7', 'A7', 'Ab^7', 'Gm', 'Fm7', 'Bbsus', 'C^', 'Esus', 'E7', 'Am', 'Fm', 'C^7', 'D^', 'F^7', 'Fm', 'C^', 'Gsus', 'C^', 'Esus', 'E7']","Jarrett, Keith"
Mercy Mercy Mercy,B-,,,,,"['Bb7', 'Eb7', 'Bb7', 'Eb7', 'Bb7', 'Eb7', 'Bb7', 'Eb7', 'Bb^', 'Eb^', 'Bb7', 'Eb^', 'Bb^', 'Eb^', 'Bb7', 'Eb^', 'Bb^', 'Bb^', 'Eb^', 'Fsus', 'Bb^', 'Bb^', 'Eb^', 'Fsus', 'Cm7', 'Dm7', 'Gm', 'F^', 'Gm', 'F^', 'Gm']","Zawinul, Joe"
When You're Smilin',C,,,,,"['C6', 'C6', 'C6', 'C6', 'Em7', 'A7', 'Dm7', 'G7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'C6', 'C6', 'C7', 'C7', 'F6', 'F6', 'Am7', 'D7', 'Dm7', 'G7', 'C6', 'C6', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'C6']","Shay, Larry & Fisher, Marc & Goodwin, Joe"
April Joy,B-,,,,,"['Bb^7', 'Bb^7', 'Am7', 'Am7', 'Bb^7', 'Bb^7', 'A^', 'A^', 'Bb^7', 'Am7', 'Bb^7', 'Am7', 'D7', 'D7', 'Dm', 'Bb^7', 'Am7', 'Am7', 'Bb^7', 'Bb^', 'F^7', 'Bb^7', 'Bb^7', 'Am7', 'Bb^7', 'Bb^', 'F^7', 'Bb^7', 'E%7', 'Asus', 'Dsus', 'Dsus']","Metheny, Pat"
Avalon,B-,,,,,"['Cm7', 'Cm7', 'F7', 'F7', 'Bb6', 'Bb6', 'Bb6', 'G7', 'Cm7', 'Cm7', 'F7', 'F7', 'Bb6', 'Bb6', 'Bb6', 'Bb6', 'Dm7', 'Dm7', 'G7', 'G7', 'Cm7', 'Cm7', 'Ebm7', 'Ab7', 'Bb6', 'Bb6', 'G7', 'G7', 'Cm7', 'F7', 'Bb6', 'Bb6']","Jolson, Al & DeSylva, Buddy & Rose, Vincent"
Backstage Sally,f,,,,,"['Fm6', 'D7', 'G7', 'C7', 'Ebm7', 'Ab7', 'Cm7', 'F7', 'Bbm6', 'Ab7', 'G7', 'Gb7', 'Fm7', 'Bb7', 'Ebm7', 'Ab7', 'D7', 'G7', 'C7', 'F7', 'Bb7', 'Eb7', 'G%7', 'C7', 'Fm6', 'D7', 'G7', 'C7', 'Fm7', 'Ab7', 'Db^', 'Gb7']","Shorter, Wayne"
Bright Size Life,D,,,,,"['G^7', 'G^7', 'Bb^7', 'Bb^7', 'D^', 'D^', 'Bb^7', 'Bb^7', 'G^7', 'G^7', 'Bb^7', 'Bb^7', 'D^', 'D^', 'G^', 'D^', 'G^', 'G^', 'F^', 'F^', 'A7', 'A7', 'D^', 'D^', 'G^7', 'G^7', 'Bb^7', 'Bb^7', 'D^', 'D^', 'A7', 'D^7']","Metheny, Pat"
Bye Bye Blues,C,,,,,"['C^', 'C^', 'Ab7', 'Ab7', 'C^', 'C^', 'A7', 'A7', 'D7', 'D7', 'G7', 'G7', 'C^7', 'Ebo7', 'Dm7', 'G7', 'C^', 'C^', 'Ab7', 'Ab7', 'C^', 'C^', 'A7', 'A7', 'D7', 'D7', 'G7', 'G7', 'C^', 'Ab7', 'C^', 'C^']","Hamm, Fred & Bennett, David & Lown, Bert & Gray, Chauncey"
Down By The Riverside,F,,,,,"['F^', 'F^', 'F^', 'F^', 'Gm', 'C7', 'F^', 'F^', 'F^', 'F^', 'F^', 'F^', 'Gm', 'C7', 'F^', 'F^', 'Bb^', 'Bb^', 'F^', 'F^', 'C7', 'C7', 'F^', 'F7', 'Bb^', 'Bb^', 'F^', 'F^', 'Gm', 'C7', 'F^', 'F^']",Traditional
Fascination,C,,,,,"['C6', 'Ebo7', 'C^7', 'C^7', 'C^7', 'Ebo7', 'Dm7', 'G7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Ab7', 'G7', 'C6', 'Ebo7', 'C^7', 'C^7', 'C^7', 'Ebo7', 'Dm7', 'G7', 'Dm7', 'Dm7', 'G7', 'G7', 'Dm7', 'G7', 'C6', 'Gsus']","Marchetti, Fernando Dante"
Gary's Notebook,c,,,,,"['Cm', 'Db7', 'Cm', 'Db7', 'Cm', 'Db7', 'Cm', 'Db7', 'Cm', 'Db7', 'Cm', 'Db7', 'Cm', 'Db7', 'Cm', 'C7', 'Fm6', 'F#7', 'Fm6', 'Fm6', 'Cm', 'Db7', 'Cm', 'Cm6', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Cm', 'Db7', 'Cm', 'Db7']","Morgan, Lee"
Glad To Be Unhappy,F,,,,,"['Gm7', 'Eb^7', 'C7', 'C7', 'Gm7', 'Eb7', 'C7', 'C7', 'F^', 'F7', 'Bb^7', 'Bo7', 'F^7', 'Gm7', 'C7', 'F^7', 'Bb^7', 'Bo7', 'F^7', 'Gm7', 'C7', 'F^7', 'Gm7', 'Eb^7', 'C7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'F^7', 'F^7']","Rodgers, Richard"
Hot House,C,,,,,"['G%7', 'C7', 'Fm^7', 'Fm^7', 'D%7', 'G7', 'C^7', 'C^7', 'G%7', 'C7', 'Fm^7', 'Fm^7', 'D%7', 'G7', 'C^7', 'C^7', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Ab7', 'Ab7', 'G7', 'G7', 'G%7', 'C7', 'Fm^7', 'Fm^7', 'D%7', 'G7', 'C^7', 'C^7']","Dameron, Tadd"
Hungaria,G,,,,,"['G6', 'G6', 'Ab6', 'Ab6', 'G6', 'G6', 'E7', 'E7', 'A7', 'A7', 'D7', 'D7', 'G^', 'Bbo7', 'Am7', 'D7', 'G6', 'G6', 'Ab6', 'Ab6', 'G6', 'G6', 'E7', 'E7', 'Am7', 'Cm6', 'G^', 'Bbo7', 'Am7', 'D7', 'G6', 'G6']","Reinhardt, Django"
Impressions,d,,,,,"['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Ebm7', 'Ebm7', 'Ebm7', 'Ebm7', 'Ebm7', 'Ebm7', 'Ebm7', 'Ebm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7']","Coltrane, John"
In A Mellow Tone (In A Mellotone),A-,,,,,"['Bb7', 'Eb7', 'Ab6', 'Ab6', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'Db6', 'Gb7', 'Ab6', 'F7', 'Bb7', 'Bb7', 'Eb7', 'F7', 'Bb7', 'Eb7', 'Ab6', 'Ab6', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'Db7', 'Do7', 'Ab6', 'F7', 'Bb7', 'Eb7', 'Ab6', 'F7']","Ellington, Duke"
I've Found A New Baby v2,F,,,,,"['Dm7', 'A7', 'Dm7', 'D7', 'G7', 'C7', 'F6', 'A7', 'Dm7', 'A7', 'Dm7', 'D7', 'G7', 'C7', 'F6', 'F6', 'A7', 'A7', 'Dm7', 'Dm7', 'G7', 'G7', 'C7', 'A7', 'Dm7', 'A7', 'Dm7', 'D7', 'G7', 'C7', 'F6', 'A7']","Palmer, Jack & Williams, Spencer"
